visaSubclass,age,english,educationalQualifications,specialEndorsement,financialAssets,businessTurnover,businessInnovationQualifications,overseasSkilledEmployment,australianSkilledEmployment,australianStudyRequirement,specialistEducationQualification,credentialledCommunityLanguage,studyInRegionalAustralia,partnerSkills,professionalYearInAustralia,nomination,businessInnovationStream,investorStream,firstName,lastName
1,1,1,0,,1,,-1,1,4,0,1,1,1,2,0,-1,0,1,Dominga,Lilas
0,6,1,-1,0,1,3,1,0,1,0,0,0,0,2,1,1,-1,1,Nonnah,Sabella
3,1,2,3,,,,3,1,0,0,0,0,1,1,0,0,-1,,Trudie,Nicoline
0,5,1,0,,0,1,1,3,1,0,1,1,1,2,0,0,-1,1,Corry,Olin
3,6,1,-1,0,3,1,0,1,2,1,0,0,1,0,1,1,0,1,Gabriellia,Tannie
4,2,2,3,1,1,0,-1,1,4,1,1,0,1,1,0,-1,-1,0,Elena,Virgin
0,3,2,2,0,,0,4,1,0,0,1,1,0,2,1,-1,,,Fawne,Orpah
2,4,1,3,,0,1,2,3,1,1,0,1,0,1,1,0,-1,1,Bill,Dudley
0,5,-1,2,,-1,3,6,2,0,0,0,0,0,2,0,-1,-1,,Caritta,Annice
0,1,0,2,0,1,0,-1,3,2,0,1,1,0,2,1,-1,-1,0,Desirae,Rocray
4,1,2,2,1,3,3,5,0,0,0,1,1,1,2,0,0,-1,,Tera,Erlandson
0,0,1,2,1,0,3,2,0,0,1,0,1,1,0,0,1,0,1,Ronna,Ezar
3,5,2,-1,,3,2,2,2,1,1,1,1,0,0,1,0,1,1,Lacie,Georgy
3,0,2,2,,3,0,6,3,4,1,1,0,1,2,0,1,-1,0,Tami,Moseley
1,4,0,0,,0,1,6,3,4,1,0,0,1,0,1,0,0,,Olwen,Garrison
4,5,2,3,1,2,2,0,3,2,0,0,0,1,1,0,0,1,-1,Letizia,Muriel
3,2,1,-1,1,0,3,-1,1,2,1,1,0,0,0,0,-1,1,,Barbara,Sawtelle
1,0,1,-1,1,-1,2,2,3,2,1,1,1,1,2,0,-1,1,1,Flo,Shama
4,1,0,1,1,-1,1,6,1,3,1,0,1,1,0,0,-1,,,Hermione,Dalli
3,3,-1,-1,,0,-1,2,0,4,1,0,1,1,0,0,-1,0,0,Robinia,Thilda
2,4,-1,3,0,2,0,-1,3,0,1,0,1,0,0,1,-1,-1,0,Angelique,Callista
0,0,-1,0,,1,0,2,3,0,0,1,1,0,1,0,1,0,0,Fina,Noman
2,6,-1,0,0,2,1,2,1,3,1,1,0,0,2,0,1,1,-1,Jan,Pulsifer
1,2,2,-1,,-1,1,3,3,2,1,0,1,1,0,0,0,-1,-1,Kaja,Dannye
0,4,-1,-1,1,-1,2,0,2,2,0,1,1,1,2,0,1,1,,Ezmeralda,Forrer
0,6,0,-1,1,3,-1,0,3,1,1,0,0,1,1,1,-1,0,1,Trixi,Miru
2,0,0,3,,1,1,5,1,4,1,1,1,1,1,0,-1,-1,-1,Allis,Ludewig
1,5,1,-1,,0,1,-1,1,4,0,1,1,1,0,0,1,1,1,Elbertina,Karylin
2,3,1,1,,1,,-1,0,1,1,1,1,0,2,0,1,,0,Justinn,Elsinore
1,1,0,2,1,3,,,3,1,1,1,1,0,2,0,0,,0,Clarice,Borrell
2,0,0,-1,,1,3,3,3,0,0,0,1,1,1,1,0,-1,1,Gloria,Rubie
0,2,0,2,0,3,,4,0,3,0,0,1,1,2,1,-1,0,-1,Glynnis,Philipp
0,3,-1,2,0,-1,3,3,0,4,0,0,1,1,1,1,0,1,0,Gratia,Saint
0,0,-1,2,,3,,6,1,2,1,0,1,0,1,1,1,1,,Gloria,Matthew
0,6,1,-1,,,1,4,3,3,1,1,1,1,1,0,0,0,,Tatiania,Sammons
0,6,2,0,,0,1,,2,2,0,0,0,0,2,1,0,-1,1,Lesly,Maples
2,3,0,1,0,1,1,2,0,4,0,1,0,0,2,1,1,0,-1,Ericka,Ruvolo
3,3,2,1,0,1,0,2,3,3,0,0,1,1,2,0,0,,,Harrietta,Audly
2,0,-1,3,,1,2,1,1,1,1,1,0,1,2,0,1,,,Petronia,Celestine
3,3,-1,2,,-1,-1,,1,2,0,0,1,0,1,1,0,,-1,Flory,Cath
4,3,-1,3,1,-1,3,3,3,2,0,1,1,1,0,0,0,,0,Giustina,Mozelle
4,6,-1,3,0,-1,-1,,3,2,1,0,1,0,2,1,0,-1,,Jenilee,Colyer
1,1,0,2,,,-1,4,3,0,1,0,1,0,2,0,0,1,,Flo,Santoro
0,2,0,1,1,1,-1,-1,3,2,1,0,0,1,2,0,0,0,-1,Farrah,Muriel
2,4,1,0,,-1,1,5,2,3,0,1,1,0,1,0,0,-1,-1,Rani,Leffen
1,4,2,3,0,2,2,1,3,3,1,0,1,0,0,1,0,0,-1,Di,Strephon
4,2,2,-1,,1,1,5,1,4,1,1,0,1,0,1,-1,0,-1,Laurene,Penelopa
1,2,1,2,,1,1,3,3,3,1,0,0,0,0,1,-1,-1,,Lexine,Bluh
4,6,0,-1,,-1,1,3,1,0,0,0,0,0,0,0,-1,0,1,Jere,Rubie
1,1,-1,-1,,3,0,1,2,4,1,0,1,1,0,0,0,-1,-1,Annora,Trey
3,1,-1,2,,-1,1,2,2,2,0,0,0,1,1,1,1,-1,-1,Kaja,Dichy
2,3,1,3,0,0,3,4,2,3,0,1,0,0,2,0,1,-1,1,Brietta,Hebner
4,0,-1,3,1,,1,3,3,3,0,1,1,1,1,1,0,,0,Benita,Hylan
1,5,2,-1,1,2,1,3,0,4,1,0,0,1,0,1,0,0,0,Deloria,Hortensia
3,6,2,1,0,0,3,1,1,2,0,0,1,0,1,0,1,-1,1,Carmela,Regan
4,4,2,3,0,0,0,6,0,0,0,1,0,0,1,0,1,1,,Randa,Bury
0,6,0,2,0,,,6,1,2,1,0,1,1,0,1,1,-1,0,Sophia,Laverne
4,1,-1,2,1,2,-1,0,3,1,1,0,0,1,1,1,1,0,0,Shell,Karylin
3,5,0,1,,1,1,-1,3,3,1,1,0,0,1,0,-1,1,0,Nita,Weinreb
2,5,0,3,1,0,-1,-1,1,2,1,1,1,0,1,1,0,,1,Steffane,Phyllis
4,1,0,-1,,3,-1,1,1,4,1,0,1,0,2,0,1,1,-1,Aigneis,Libna
4,6,1,3,0,,1,4,1,3,1,0,0,0,1,1,0,1,1,Silvana,Haerr
0,3,0,3,1,,-1,3,2,3,0,1,0,1,0,0,-1,-1,0,Nannie,Bibi
2,3,2,0,,2,,5,3,3,0,1,0,1,1,0,1,1,0,Lacie,Douglass
3,1,0,3,1,-1,1,-1,2,4,1,1,1,1,1,1,1,0,0,Eadie,Casimir
4,0,-1,1,1,,,,0,1,1,1,0,1,1,0,-1,-1,0,Brana,Schalles
3,6,-1,3,0,1,0,-1,1,2,1,1,0,0,0,0,-1,,0,Ann-Marie,Bates
3,5,-1,3,1,,0,5,2,3,1,1,1,1,1,1,-1,0,,Fred,Jeanne
0,6,1,1,0,3,,0,1,4,1,1,0,1,1,1,1,-1,1,Janeczka,Johanna
1,6,2,1,1,3,-1,6,2,4,1,0,1,1,0,0,0,-1,1,Anestassia,Fadiman
3,6,2,3,,,1,,0,4,0,0,0,0,0,1,1,0,0,Melisent,Heisel
0,5,1,2,,2,3,-1,1,3,0,0,1,0,1,0,0,0,,Dacia,Kiyoshi
3,2,1,1,0,-1,0,3,1,1,0,1,1,0,0,1,1,1,1,Penelopa,Chandler
0,5,0,2,0,3,-1,6,2,2,0,1,0,0,0,1,1,1,0,Amalie,Pillsbury
3,5,-1,1,,2,-1,,1,0,1,1,1,0,0,0,0,0,-1,Zia,Elephus
4,5,2,-1,0,,-1,0,2,1,1,0,1,1,0,0,-1,-1,-1,Hermione,Catie
4,1,2,2,1,0,1,,2,3,1,1,0,1,2,0,0,,-1,Binny,Rad
3,3,0,-1,1,-1,-1,6,0,0,1,0,0,0,0,1,1,-1,0,Laure,Tannie
0,5,1,1,0,-1,3,1,0,3,1,0,0,1,0,0,1,0,0,Letizia,Frendel
3,4,2,3,,3,2,5,0,0,1,0,0,0,2,1,-1,0,-1,Lacie,Bevin
2,2,0,3,1,3,,5,3,1,0,0,0,1,1,0,1,,0,Dale,Ardeha
4,0,1,3,1,-1,-1,-1,1,0,0,1,0,1,0,1,1,0,,Trixi,Catie
1,1,1,3,1,1,3,0,2,2,0,0,1,1,0,1,0,0,1,Alleen,Riva
2,4,-1,-1,0,0,3,1,1,3,1,0,1,1,1,1,-1,1,0,Cathyleen,Erminia
1,3,2,0,,,1,4,0,2,1,0,1,0,2,0,-1,0,-1,Valeda,Eben
1,6,1,0,0,1,,-1,3,0,0,0,0,1,2,0,-1,,0,Minda,Byrne
1,5,-1,2,0,,,4,3,2,0,0,0,1,1,0,1,-1,,Shell,Durante
0,2,-1,-1,0,2,3,-1,2,3,0,1,0,1,1,0,1,-1,1,Juliane,Lutero
0,0,-1,-1,0,-1,3,6,3,4,1,1,0,0,1,1,0,1,1,Chandra,Etom
3,3,1,1,1,0,3,0,1,0,0,0,0,1,2,1,0,1,,Charlena,Adrienne
4,4,0,3,1,1,2,0,3,0,0,1,0,1,2,1,0,-1,,Rebeca,Berard
3,1,0,0,,-1,3,5,0,2,1,0,0,1,2,0,1,,-1,Bertine,Mayeda
2,5,0,-1,,2,0,6,0,4,0,1,0,1,1,1,0,1,0,Shandie,Stelle
0,1,-1,2,0,0,1,3,3,0,1,1,0,1,2,1,0,0,0,Elise,Buckler
3,4,-1,1,,3,,2,2,0,1,0,0,1,2,1,1,-1,,Lisette,Koehler
2,2,-1,3,0,-1,,5,0,3,1,1,0,0,0,1,-1,1,-1,Taffy,Frendel
2,0,-1,0,0,3,0,5,2,4,1,0,0,1,0,0,0,0,,Zia,Iphlgenia
2,2,1,-1,0,-1,1,4,0,4,0,1,0,0,1,0,1,-1,0,Tami,Fitzsimmons
4,3,2,3,0,2,1,6,1,1,1,1,0,1,2,1,-1,0,-1,Damaris,Japeth
3,2,-1,1,1,0,1,,0,4,1,1,1,0,0,1,1,-1,,Annabela,Gahl
0,0,-1,3,0,1,1,2,2,3,0,0,0,0,0,1,0,,-1,Belinda,Bohlin
4,3,0,3,1,,0,0,0,4,0,1,0,0,1,1,-1,1,1,Keelia,Tjon
2,0,1,-1,,-1,-1,5,2,1,0,0,1,0,2,0,-1,-1,1,Ida,Hieronymus
4,0,1,3,0,,3,-1,1,2,1,1,0,0,2,0,1,0,1,Janeczka,Arne
4,4,2,2,1,2,,0,1,0,1,0,0,0,2,0,-1,,0,Mureil,Kalinda
1,1,0,2,0,1,1,1,1,0,1,0,0,1,2,1,-1,,1,Madeleine,Emanuel
0,0,2,2,,-1,,1,2,3,0,1,0,1,0,1,-1,1,0,Sean,Neva
2,6,0,3,,-1,2,0,1,1,0,1,1,0,2,1,1,-1,0,Phylis,Dahlia
3,4,1,3,0,2,0,2,2,0,1,1,1,0,0,1,-1,-1,-1,Jenilee,Izaak
1,6,1,3,0,0,-1,6,1,1,0,1,0,1,2,1,1,1,-1,Rochette,Sandye
1,3,0,1,0,-1,2,2,2,1,0,0,0,1,1,1,1,-1,1,Amara,McGrody
3,6,0,1,,2,3,,0,0,0,1,1,0,2,1,0,0,1,Mariann,Septima
4,6,-1,-1,0,3,2,2,2,4,1,0,1,1,1,1,1,-1,,Demetris,Ephrem
0,2,0,1,1,,,2,0,3,1,0,1,0,1,0,0,-1,0,Orsola,Milde
3,4,0,3,,3,,2,3,2,1,1,1,1,2,1,-1,,,Alia,Catie
2,1,2,0,0,,1,,1,4,0,1,1,0,1,0,-1,0,0,Augustine,Mallon
2,5,1,-1,0,2,2,6,0,0,1,1,0,1,0,1,0,-1,0,Collen,Schroth
0,2,-1,0,1,3,3,,3,2,1,0,1,1,2,0,-1,,1,Marsiella,Kirbee
0,3,2,-1,,2,-1,2,1,2,1,1,1,1,0,0,-1,0,1,Jinny,Adlare
2,5,2,0,0,,1,1,2,4,0,1,1,1,0,1,-1,,-1,Dode,Gale
1,6,-1,2,,-1,-1,0,1,0,1,0,0,1,2,1,0,,-1,Maridel,Alrich
0,4,-1,1,0,1,0,5,3,0,1,0,0,1,2,0,-1,,,Jennica,Gamaliel
4,3,2,-1,1,,1,5,0,0,1,1,0,1,0,0,0,,0,Brynna,Shaver
3,3,0,0,,0,,2,1,2,1,1,0,1,0,1,-1,,0,Renie,Prober
3,0,2,2,0,,0,-1,2,1,1,1,1,1,0,0,0,-1,,Cherrita,Ethban
3,1,0,3,1,2,-1,6,0,1,0,1,1,0,0,1,1,-1,-1,Brietta,Goddard
0,4,0,1,,,2,,1,1,0,0,0,0,2,0,1,0,,Ernesta,Taam
1,2,0,-1,1,2,,4,2,2,0,0,1,1,2,0,-1,0,,Ardenia,Hull
3,2,2,1,1,-1,2,,3,2,1,0,0,0,2,0,1,,1,Judy,Old
3,0,-1,2,,3,0,6,3,0,0,0,0,0,2,0,0,0,0,Kittie,Jacqui
0,4,0,-1,,2,0,-1,3,2,1,0,0,0,1,1,0,-1,0,Lynde,Chabot
1,3,-1,2,,1,,2,3,3,0,0,1,0,2,1,0,,0,Dawn,Faust
0,6,2,3,1,-1,1,4,2,4,0,0,1,0,0,1,-1,,0,Ebonee,Casimir
0,6,-1,1,1,-1,0,-1,0,1,1,0,0,0,2,0,0,1,0,Carmela,Ball
4,1,2,3,1,3,-1,3,3,1,1,0,0,1,1,1,0,1,1,Lucille,Penelopa
3,5,0,1,,,,3,2,0,1,0,1,1,0,0,1,,1,Collen,Fontana
4,1,1,2,1,0,,0,0,3,0,0,0,1,1,1,-1,-1,0,Wanda,Ludewig
4,4,1,0,0,3,1,,0,3,1,0,0,1,2,0,1,0,0,Orsola,Marisa
0,0,1,-1,1,2,0,2,0,4,1,0,1,1,2,0,1,0,1,Sheelagh,Blase
3,6,2,3,0,2,,2,1,0,1,1,0,1,2,0,0,-1,1,Sophia,Kiersten
1,2,1,-1,0,,-1,5,3,2,1,1,0,1,2,0,0,1,0,Valli,Hylan
2,3,0,3,,2,-1,1,2,4,1,0,0,0,0,1,-1,0,,Aurelie,Sholley
4,1,2,-1,0,,2,,2,3,0,0,0,0,0,0,1,0,0,Marti,Lamoree
2,0,2,-1,1,1,1,-1,0,0,1,1,0,1,1,1,1,0,-1,Ottilie,Nunci
2,4,-1,2,1,,2,1,0,2,1,1,1,0,0,0,1,,1,Cordi,Alabaster
1,6,1,-1,1,3,3,3,0,0,0,0,0,0,2,1,1,0,,Pamella,Cath
0,1,2,2,1,2,-1,,1,3,1,0,0,0,2,1,1,,0,Nannie,Mott
2,1,1,2,0,-1,0,4,3,1,0,0,0,1,1,1,0,,,Bobbi,Amadas
0,5,2,-1,,3,1,2,1,1,1,0,1,0,0,1,-1,-1,1,Trixi,Weaks
4,6,-1,0,1,1,2,,3,3,0,1,0,0,1,1,1,-1,0,Hettie,Buttaro
3,2,-1,2,,2,1,0,3,3,0,0,0,1,0,1,0,0,,Lanae,Howlyn
0,3,0,1,,2,1,5,1,3,0,1,1,0,2,1,-1,,,Katharina,Cloris
4,6,-1,3,,1,-1,3,1,0,1,1,0,0,2,1,1,1,,Ann-Marie,Amadas
2,0,1,1,0,3,1,2,1,4,0,1,0,1,2,0,0,,1,Jemie,Lail
3,3,0,3,0,3,,5,2,2,1,0,0,0,0,1,1,,,Ofilia,Ariella
0,2,-1,0,0,-1,3,6,2,3,0,0,0,1,1,0,0,1,1,Winny,Westphal
0,3,1,-1,,1,0,0,2,4,0,0,0,1,2,1,0,0,0,Pollyanna,Deny
2,6,1,1,,,,4,0,2,0,0,0,0,0,1,1,1,-1,Marika,Elsinore
0,0,-1,3,0,-1,0,3,3,1,0,0,0,1,1,1,0,0,0,Viki,Desai
2,3,0,2,1,2,3,0,1,3,1,1,1,0,2,0,0,0,1,Ardys,Laurianne
1,2,0,0,0,-1,2,6,3,4,0,0,0,1,0,0,1,0,-1,Gui,Ophelia
4,5,1,1,0,2,0,6,3,0,0,0,1,0,2,1,1,,,Helsa,Heidt
2,1,2,-1,,2,0,4,3,3,1,1,0,1,1,1,0,0,,Amelia,Georas
2,2,0,3,,2,3,4,0,0,0,1,0,1,2,0,0,1,-1,Bernie,Cohdwell
0,2,1,0,0,3,0,,0,2,0,1,0,1,2,1,0,0,,Rani,Catie
3,3,0,1,1,1,3,3,1,2,0,0,0,0,2,0,-1,,1,Bobinette,Phaidra
0,1,1,2,1,0,2,,1,4,0,0,0,0,1,0,0,,,Tori,Hewitt
0,5,1,0,,3,2,2,1,1,0,1,1,0,1,1,0,-1,,Pamella,Kalinda
4,2,0,2,,0,0,,2,3,1,1,1,0,2,1,0,,,Tonia,Graig
1,1,-1,2,,3,-1,,0,2,0,0,1,0,2,1,-1,0,0,Babita,Secrest
4,2,0,-1,1,0,-1,4,0,4,1,1,0,1,2,0,-1,,-1,Shel,Allina
4,1,2,1,1,,-1,3,3,1,0,1,1,0,1,0,1,-1,1,Trudie,Norvol
3,5,2,0,,0,-1,5,1,0,1,1,0,1,0,1,0,0,0,Gertrud,Whittaker
2,1,2,3,0,3,,2,0,4,1,0,1,0,0,1,0,0,-1,Nelle,Bashemeth
3,2,-1,3,1,-1,,6,3,3,0,1,1,1,1,0,0,1,0,Tina,Chrystel
0,6,0,-1,0,-1,0,4,0,3,0,1,0,0,2,1,1,,,Shaylyn,Sherrie
2,0,1,2,,1,0,2,1,2,0,1,1,1,1,1,1,-1,1,Edith,Zola
3,2,2,2,0,,,5,3,0,1,0,1,0,2,0,-1,-1,-1,Yolane,Annabella
1,0,2,3,1,,3,5,3,3,0,0,0,1,1,1,-1,,-1,Jenilee,Carri
3,5,2,3,,2,0,2,3,4,0,0,0,0,0,0,0,,-1,Olwen,Cookie
1,6,1,1,0,-1,2,,2,2,0,1,0,0,1,0,0,-1,,Modestia,Lynn
3,1,1,-1,,0,1,5,0,3,1,1,0,1,2,1,0,1,,Riannon,Hubert
4,1,2,1,1,2,3,6,2,1,1,0,0,1,2,0,-1,-1,0,Doralynne,Ries
2,5,1,0,1,2,2,1,2,3,1,0,0,0,1,1,-1,,-1,Flo,Rooney
1,5,-1,3,1,,1,-1,0,3,1,0,0,1,1,0,1,-1,-1,Gusty,Atonsah
0,1,2,-1,1,0,1,0,2,3,1,1,0,1,1,1,-1,,,Fredericka,Pettiford
4,5,1,2,0,,1,0,0,2,0,0,0,0,2,1,0,,1,Clementine,Santoro
1,2,2,0,1,1,0,,0,3,1,0,0,1,1,0,1,1,1,Allis,Gregrory
0,5,2,-1,0,,,5,3,4,0,1,0,1,2,1,0,-1,-1,Jennica,Amadas
1,6,1,-1,1,-1,,4,3,1,1,1,1,1,0,0,1,1,1,Gui,Eckblad
4,5,1,2,,,0,3,3,0,0,0,0,1,0,0,1,,0,Lorie,Dunkin
4,5,1,3,1,3,2,,0,4,0,1,0,0,2,0,0,0,,Katuscha,Jehu
2,4,2,-1,1,-1,3,5,2,2,0,0,1,0,0,1,0,0,-1,Perry,Peti
4,1,0,3,,1,2,2,1,0,1,0,1,1,2,1,-1,1,-1,Ricky,Ingra
4,0,1,-1,1,3,0,5,2,0,0,0,1,0,1,0,0,-1,1,Meg,Bendick
2,5,2,2,1,0,-1,6,1,4,1,0,0,0,0,1,1,0,-1,Gerrie,Wilona
1,3,1,1,0,0,,2,3,0,1,1,1,0,2,1,1,0,,Ashlee,Sinegold
2,2,2,3,0,,0,5,3,0,0,1,1,0,0,1,1,1,0,Zaria,Marden
0,3,-1,1,,2,-1,3,0,4,0,1,1,1,2,1,-1,1,1,Riannon,Ludewig
2,0,0,0,,1,-1,0,2,0,0,0,1,0,0,1,-1,,-1,Dorothy,Garrison
1,0,1,1,1,0,1,,0,2,1,1,1,1,1,1,-1,,1,Susan,Diann
2,0,0,0,0,,,0,2,0,0,1,0,1,2,1,0,1,-1,Fayre,Leary
4,2,-1,0,,1,1,0,0,0,1,0,0,0,1,1,-1,,1,Jobi,Aloise
1,1,2,2,1,1,-1,2,3,3,1,0,0,0,0,1,1,1,1,Peri,Sholley
4,5,1,3,1,0,2,3,3,0,1,0,0,0,1,1,1,0,,Silvana,Fitzsimmons
2,5,1,-1,0,2,1,5,1,4,0,0,0,0,1,0,-1,,1,Cyndie,Harl
4,0,2,1,1,,0,-1,1,3,0,0,0,1,0,1,0,1,,Brynna,Cleavland
1,0,2,2,,-1,3,0,1,3,0,1,0,1,0,1,-1,0,1,Rhoda,Wildermuth
4,1,1,-1,,-1,0,6,2,1,1,1,0,1,1,1,0,-1,1,Lisette,Toffic
1,1,-1,2,1,1,-1,2,0,2,1,1,0,0,1,0,-1,0,1,Lelah,Ajay
2,6,2,1,1,1,3,,0,1,1,0,0,0,2,0,1,1,-1,Demetris,Tatianas
1,1,1,2,,0,,0,3,2,1,1,0,1,0,0,1,,-1,Marti,Pascia
1,2,0,1,1,-1,,4,0,0,0,0,0,1,0,1,0,1,1,Adore,Wiener
4,2,1,0,0,1,2,2,0,2,1,1,1,1,0,0,1,1,1,Berget,Payson
1,3,0,2,0,2,-1,5,1,3,0,0,1,1,0,0,-1,-1,,Britni,Berriman
2,0,-1,2,,2,-1,1,1,4,0,0,1,0,0,1,-1,1,0,Elise,Deegan
0,4,1,-1,0,1,0,2,0,2,1,0,1,0,0,1,0,0,,Wanda,Kelula
2,5,1,2,1,3,,4,2,3,0,1,1,1,0,1,0,-1,1,Almeta,Greenwald
0,2,2,3,1,0,2,4,1,3,1,1,1,1,0,1,0,-1,1,Tersina,Linskey
2,6,0,3,,1,0,,1,0,1,0,1,1,0,1,0,,1,Deedee,Cressida
2,4,2,0,1,,2,-1,0,4,1,1,1,0,2,1,-1,,-1,Antonietta,Firmin
3,6,-1,0,1,1,3,-1,3,2,0,0,1,1,0,0,0,0,-1,Joleen,Byrne
0,0,2,-1,0,2,,-1,0,0,0,1,0,0,0,0,-1,0,1,Ginnie,Estella
2,0,0,0,0,2,0,6,1,1,0,0,0,0,0,0,1,0,,Lucy,Carleen
1,1,2,0,1,3,1,-1,2,1,1,1,0,1,2,1,0,0,,Josephine,Gwenore
3,1,-1,3,,1,-1,4,0,0,1,1,0,0,1,0,-1,0,0,Kathy,Maurine
4,3,1,2,,-1,3,5,0,0,1,0,1,0,2,0,-1,-1,-1,Shauna,Yusuk
4,6,2,-1,0,1,,5,0,1,0,0,0,0,1,0,1,0,-1,Binny,Tamar
2,4,1,1,1,3,0,0,1,0,0,0,0,1,1,1,0,-1,-1,Elbertina,Ashok
2,6,2,3,,3,3,,3,4,1,0,0,0,0,0,1,0,-1,Iseabal,Alva
0,2,0,2,,1,1,1,3,1,0,0,0,1,2,1,-1,-1,-1,Aaren,Frodi
0,0,1,3,,1,3,2,0,1,1,0,1,0,2,0,1,0,0,Winny,Keelia
4,6,1,0,1,,2,5,0,4,0,0,0,0,1,0,0,,,Frieda,Braun
4,3,2,1,,,1,2,0,0,1,1,1,0,2,1,0,1,0,Mallory,Eldrid
3,1,-1,0,0,2,0,6,0,4,1,0,1,0,0,1,1,0,-1,Natka,Schroth
3,1,1,0,,1,0,0,2,3,1,0,1,0,1,1,1,0,0,Rosaline,Barney
2,5,0,3,,-1,3,6,2,0,0,1,0,1,1,0,0,1,-1,Aurore,Melleta
0,3,1,1,,0,1,5,1,2,1,0,1,0,0,1,0,0,1,Marika,Eben
4,5,0,1,1,-1,0,-1,3,2,1,1,0,1,2,0,1,0,1,Di,Zina
2,4,-1,3,1,1,0,4,1,2,0,1,0,0,2,0,1,,0,Winifred,Geffner
4,5,2,0,1,,1,6,3,1,1,1,0,0,2,0,-1,0,,Bobbi,Edison
0,1,2,-1,,3,2,-1,3,0,1,1,0,1,0,0,-1,,0,Lorie,Anderea
1,5,2,3,0,3,0,3,2,3,1,1,0,1,2,1,0,0,-1,Livvyy,Armanda
0,1,1,2,0,1,0,-1,0,3,0,0,1,0,2,0,-1,0,0,Tarra,Chaing
4,0,-1,3,0,-1,-1,6,3,3,1,1,0,0,0,0,1,1,0,Elise,Hieronymus
3,5,1,1,,0,2,1,0,0,0,1,0,0,2,1,1,1,0,Philis,Center
1,1,2,1,,2,,2,3,3,0,0,0,0,1,1,1,0,0,Sashenka,Buttaro
4,1,2,2,,,1,-1,0,2,1,1,0,0,1,0,1,1,1,Emma,Brenn
1,1,2,-1,0,0,3,,1,0,0,1,0,1,1,0,0,,-1,Zia,Jefferey
1,0,1,0,0,1,3,,3,0,0,1,1,1,0,1,0,-1,,Frieda,Moina
1,6,-1,-1,0,,,-1,2,4,0,1,0,0,2,0,0,-1,-1,Konstance,Bahr
0,3,1,-1,,-1,2,4,3,0,0,0,1,1,2,0,0,-1,1,Deane,Idelia
2,0,-1,3,,3,1,1,2,1,1,0,1,0,0,1,0,1,0,Taffy,Egbert
0,0,0,3,1,2,0,6,0,1,0,1,1,0,1,0,1,1,-1,Ingrid,Nea
1,1,0,1,0,0,3,0,2,1,1,0,1,0,2,1,1,0,1,Nananne,Haerr
4,3,-1,2,0,1,-1,1,1,1,0,0,0,0,1,0,-1,0,,Clementine,Toor
0,1,2,0,,2,1,6,3,0,1,0,1,1,1,1,1,-1,-1,Cassandra,Tamsky
1,2,-1,0,,1,0,,2,3,1,1,1,0,0,0,0,,,Dolli,Bevin
2,4,1,0,1,1,1,-1,3,0,0,0,0,1,2,0,-1,,1,Jacquetta,Edvard
0,1,2,-1,1,-1,1,6,3,2,0,1,1,1,1,1,0,0,0,Sindee,Wenoa
1,5,-1,1,,0,1,4,0,1,1,0,1,1,1,0,-1,0,-1,Orelia,Maribeth
2,0,-1,-1,,0,0,4,1,0,1,1,1,1,2,1,0,1,0,Danika,Arathorn
0,4,-1,0,1,3,2,0,1,2,0,1,0,1,2,1,-1,0,-1,Frances,Bonucci
4,0,2,1,0,3,,,2,0,1,1,0,0,0,1,0,-1,1,Roslyn,Blase
3,6,0,1,1,2,1,2,0,3,0,0,1,0,2,1,1,1,-1,Maye,Wallis
4,0,2,1,0,2,1,0,1,1,0,1,0,0,2,1,1,-1,-1,Teddie,Tamsky
2,3,-1,1,1,0,2,0,1,3,1,1,0,1,0,0,-1,1,1,Katleen,Arley
3,5,1,2,,1,-1,-1,0,2,1,0,1,0,2,1,-1,1,,Maryellen,Toor
1,2,1,0,0,3,1,6,3,4,0,1,1,0,2,0,-1,0,-1,Hollie,Maurine
1,4,0,1,0,,1,2,0,0,0,1,1,1,0,1,0,0,1,Kirstin,Melleta
0,4,-1,-1,0,,1,2,1,2,1,1,1,1,0,0,0,,-1,Miquela,Diann
4,6,-1,-1,0,-1,3,1,2,0,0,1,1,1,0,1,0,-1,1,Dulce,Chem
0,6,-1,0,1,,-1,,0,1,1,1,1,1,2,0,-1,,,Annora,Pearse
0,5,-1,-1,1,3,3,1,1,3,0,0,0,1,2,0,0,-1,,Helena,Breed
4,1,2,-1,,0,2,-1,0,2,0,1,1,0,1,0,-1,,-1,Leona,Mike
1,2,-1,1,0,2,0,-1,1,2,0,0,1,1,1,1,-1,,,Joceline,Colbert
4,0,2,0,,0,0,6,1,0,0,1,0,0,0,1,-1,0,1,Chloris,Garek
3,3,2,0,1,2,-1,6,3,1,1,1,0,1,1,1,0,0,-1,Ann-Marie,Zachary
2,4,2,-1,1,0,2,5,0,4,1,0,0,0,0,0,-1,-1,-1,Daune,Sallyann
3,4,1,-1,0,1,3,4,1,2,1,0,0,0,0,0,0,0,0,Konstance,Cohdwell
1,6,-1,3,0,3,2,0,3,2,1,0,1,0,1,0,0,-1,1,Shannah,Buffum
1,3,0,3,,-1,1,3,0,3,0,0,1,1,0,0,0,1,1,Georgina,Ledah
1,4,0,0,0,,,5,1,0,0,0,1,1,1,0,0,,1,Tani,Bord
4,3,-1,2,0,-1,0,1,0,2,0,0,0,0,1,1,1,0,1,Gianina,Whiffen
1,1,2,3,1,0,0,,3,2,1,0,0,1,0,1,0,,-1,Ezmeralda,Constancy
